,PathName: ,C:\Windows\system32\DRIVERS\viaide.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Virtual Machine Bus
,Name: ,vmbus
,PathName: ,C:\Windows\system32\DRIVERS\vmbus.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,VMBusHID
,Name: ,VMBusHID
,PathName: ,C:\Windows\system32\DRIVERS\VMBusHID.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Volume Manager Driver
,Name: ,volmgr
,PathName: ,C:\Windows\system32\DRIVERS\volmgr.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Dynamic Volume Manager
,Name: ,volmgrx
,PathName: ,C:\Windows\system32\drivers\volmgrx.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Storage volumes
,Name: ,volsnap
,PathName: ,C:\Windows\system32\DRIVERS\volsnap.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,vsmraid
,Name: ,vsmraid
,PathName: ,C:\Windows\system32\DRIVERS\vsmraid.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Virtual WiFi Bus Driver
,Name: ,vwifibus
,PathName: ,C:\Windows\system32\drivers\vwifibus.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Wacom Serial Pen HID Driver
,Name: ,WacomPen
,PathName: ,C:\Windows\system32\DRIVERS\wacompen.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Remote Access IP ARP Driver
,Name: ,WANARP
,PathName: ,C:\Windows\system32\DRIVERS\wanarp.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Remote Access IPv6 ARP Driver
,Name: ,Wanarpv6
,PathName: ,C:\Windows\system32\DRIVERS\wanarp.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Wd
,Name: ,Wd
,PathName: ,C:\Windows\system32\DRIVERS\wd.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Kernel Mode Driver Frameworks service
,Name: ,Wdf01000
,PathName: ,C:\Windows\system32\drivers\Wdf01000.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,wdf_usb
,Name: ,wdf_usb
,PathName: ,C:\Windows\system32\drivers\usb2ser.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,WFP Lightweight Filter
,Name: ,WfpLwf
,PathName: ,C:\Windows\system32\DRIVERS\wfplwf.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,WIMMount
,Name: ,WIMMount
,PathName: ,C:\Windows\system32\drivers\wimmount.sys
,ServiceType: ,File System Driver
,State: ,Stopped
,Status: ,OK
,Description: ,windrvNT
,Name: ,windrvNT
,PathName: ,\??\C:\Windows\system32\windrvNT.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,WinUsb
,Name: ,WinUsb
,PathName: ,C:\Windows\system32\DRIVERS\WinUsb.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Microsoft Windows Management Interface for ACPI
,Name: ,WmiAcpi
,PathName: ,C:\Windows\system32\DRIVERS\wmiacpi.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Windows Socket 2.0 Non-IFS Service Provider Support Environment
,Name: ,ws2ifsl
,PathName: ,C:\Windows\system32\drivers\ws2ifsl.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,User Mode Driver Frameworks Platform Driver
,Name: ,WudfPf
,PathName: ,C:\Windows\system32\drivers\WudfPf.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,WUDFRd
,Name: ,WUDFRd
,PathName: ,C:\Windows\system32\DRIVERS\WUDFRd.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
